59,0,sample,47,0,11773.,0
59,0,sample,30,0,8206.,0
59,0,sample,16,3,563.,0
59,0,sample,26,3,4127.,0
59,0,sample,36,0,3542.,0
59,0,sample,6,0,1303.,0
59,0,sample,17,3,1932.,0
59,0,sample,15,0,1152.,0
59,0,sample,28,0,1335.,0
59,0,sample,75,0,3889.,0
59,0,sample,73,0,794.,0
59,0,sample,61,0,594.,0
59,0,sample,53,0,664.,0
59,0,sample,55,0,563.,0
59,0,sample,86,0,2608.,0
59,0,sample,93,0,766.,0
59,0,sample,81,0,695.,0
59,0,sample,78,0,1115.,0
59,0,sample,64,0,2356.,0
59,0,sample,58,0,2034.,0
59,0,sample,23,0,1028.,0
59,0,sample,11,2,2193.,0
59,0,sample,2,0,1339.,0
59,0,sample,21,2,1133.,0
59,0,sample,31,0,1072.,0
59,0,sample,1,2,1115.,0
59,0,sample,10,2,2100.,0
59,0,sample,33,0,6419.,0
59,0,sample,42,0,1508.,0
59,0,sample,72,0,818.,0
59,0,sample,67,0,1788.,0
59,0,sample,97,1,1129.,0
59,0,sample,96,0,913.,0
59,0,sample,87,1,1073.,0
59,0,sample,77,1,905.,0
59,0,sample,98,0,1612.,0
59,0,gameboard,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,0,0,2,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
59,0,paintboard,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,3,3,3,0,0,2,2,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
59,1,sample,97,0,5027.,0
59,1,sample,54,1,592.,0
59,1,sample,55,1,1335.,0
59,1,sample,53,3,1466.,0
59,1,sample,56,0,1343.,0
59,1,sample,64,1,1211.,0
59,1,sample,65,1,465.,0
59,1,sample,75,1,465.,0
59,1,sample,74,1,405.,0
59,1,sample,84,0,431.,0
59,1,sample,52,3,2040.,0
59,1,sample,51,3,693.,0
59,1,sample,50,3,950.,0
59,1,sample,63,0,1118.,0
59,1,sample,43,3,758.,0
59,1,sample,42,3,958.,0
59,1,sample,41,3,361.,0
59,1,sample,40,3,366.,0
59,1,sample,30,0,605.,0
59,1,sample,33,0,768.,0
59,1,sample,28,2,2796.,0
59,1,sample,29,0,954.,0
59,1,sample,27,2,827.,0
