53,0,sample,10,2,3296.,0
53,0,sample,0,2,1608.,0
53,0,sample,1,2,845.,0
53,0,sample,11,2,1466.,0
53,0,sample,2,0,1632.,0
53,0,sample,21,2,1890.,0
53,0,sample,30,0,1751.,0
53,0,sample,45,0,3980.,0
53,0,sample,36,0,1213.,0
53,0,sample,27,3,1441.,0
53,0,sample,17,3,1571.,0
53,0,sample,7,0,1015.,0
53,0,sample,26,3,1921.,0
53,0,sample,15,0,1275.,0
53,0,sample,18,0,2147.,0
53,0,sample,77,1,23654.,0
53,0,sample,78,0,1748.,0
53,0,sample,66,0,1103.,0
53,0,sample,76,0,988.,0
53,0,sample,67,0,1018.,0
53,0,sample,87,1,1219.,0
53,0,sample,97,1,708.,0
53,0,gameboard,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,0,0,2,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
53,0,paintboard,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,0,0,2,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
53,1,sample,44,0,1837.,0
53,1,sample,71,0,1214.,0
53,1,sample,90,0,1045.,0
53,1,sample,94,0,793.,0
53,1,sample,97,0,844.,0
53,1,sample,99,0,847.,0
53,1,sample,48,0,1019.,0
53,1,sample,16,0,959.,0
53,1,sample,13,0,767.,0
53,1,sample,21,0,821.,0
53,1,sample,0,0,763.,0
53,1,sample,34,0,990.,0
53,1,sample,26,0,849.,0
53,1,sample,55,1,935.,0
53,1,sample,65,1,877.,0
53,1,sample,75,1,848.,0
53,1,sample,85,0,1158.,0
53,1,sample,56,0,1386.,0
53,1,sample,64,1,1304.,0
53,1,sample,28,2,5718.,0
53,1,sample,27,2,1386.,0
53,1,sample,29,0,679.,0
53,1,sample,17,2,1307.,0
53,1,sample,18,2,878.,0
53,1,sample,7,2,735.,0
53,1,sample,8,2,707.,0
53,1,sample,37,2,710.,0
53,1,sample,38,2,711.,0
53,1,sample,78,0,3965.,0
53,1,sample,67,0,1106.,0
53,1,sample,51,3,1251.,0
53,1,sample,50,3,1447.,0
53,1,sample,52,3,1504.,0
53,1,sample,62,0,1020.,0
53,1,sample,41,3,1050.,0
53,1,sample,32,0,1419.,0
53,1,gameboard,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,3,3,3,3,0,0,0,0,0,0,3,3,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,paintboard,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,3,3,3,0,0,0,0,0,0,0,3,3,3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2,sample,44,0,1558.,0
53,2,sample,70,0,1299.,0
53,2,sample,17,0,990.,0
53,2,sample,57,0,623.,0
53,2,sample,32,3,679.,0
53,2,sample,31,0,1301.,0
53,2,sample,22,3,904.,0
53,2,sample,12,0,1526.,0
53,2,sample,42,3,1412.,0
53,2,sample,52,3,1156.,0
53,2,sample,62,0,849.,0
53,2,sample,33,0,1721.,0
53,2,sample,28,0,3041.,0
53,2,sample,46,0,937.,0
53,2,sample,25,0,626.,0
53,2,sample,7,0,878.,0
53,2,sample,3,0,736.,0
53,2,sample,96,2,1476.,0
53,2,sample,97,0,623.,0
53,2,sample,95,2,1078.,0
53,2,sample,94,0,566.,0
53,2,sample,85,2,993.,0
53,2,sample,75,2,1020.,0
53,2,sample,65,0,1641.,0
53,2,sample,92,0,2466.,0
53,2,sample,81,0,682.,0
53,2,sample,50,0,1364.,0
53,2,sample,38,1,1113.,0
53,2,sample,39,1,1052.,0
53,2,sample,37,1,711.,0
53,2,sample,47,0,768.,0
53,2,sample,36,1,1511.,0
53,2,sample,35,0,825.,0
53,2,gameboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0
53,2,paintboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0
53,3,sample,45,0,905.,0
53,3,sample,0,0,1411.,0
53,3,sample,9,0,904.,0
53,3,sample,98,0,961.,0
53,3,sample,81,2,1107.,0
53,3,sample,90,0,1102.,0
53,3,sample,71,2,1105.,0
53,3,sample,62,0,1077.,0
53,3,sample,51,2,1470.,0
53,3,sample,61,2,676.,0
53,3,sample,50,0,2294.,0
